origin,destination,lng_lat_distance,baidu_map_distance,duration,toll
漳州,海南州,2090.971082,2710.3,117130,1255
漳州,海西州,2402.819261,3058.745,133370,1255
漳州,黄南州,1940.146858,2574.154,107913,1213
漳州,玉树州,2221.359073,3360.724,144773,1438
漳州,济南,1355.707479,1657.606,67294,761
漳州,滨州,1434.9818380000006,1789.611,72090,679
漳州,东营,1446.392414,1785.444,70243,682
漳州,德州,1446.573388,1716.83,69638,817
漳州,菏泽,1214.975185,1449.154,58404,685
漳州,济宁,1216.123114,1494.26,60907,678
漳州,莱芜,1304.284973,1629.5629999999999,69213,656
漳州,聊城,1338.788368,1584.5729999999999,64721,765
漳州,临沂,1176.758213,1515.3229999999999,62373,605
漳州,青岛,1315.801073,1670.047,66451,664
漳州,日照,1226.433619,1536.2179999999994,61339,592
漳州,泰安,1300.424848,1572.345,65283,638
漳州,威海,1507.986094,1917.609,76542,743
漳州,潍坊,1365.183123,1692.454,68213,655
漳州,烟台,1489.8240449999994,1841.734,73253,714
漳州,枣庄,1146.208375,1412.38,56773,628
漳州,淄博,1368.339119,1698.9470000000001,68458,684
漳州,太原,1565.904798,1911.69,79493,891
漳州,长治,1371.86516,1706.6979999999999,72632,819
漳州,大同,1783.908996,2181.123,89997,976
漳州,晋城,1307.012247,1604.723,64855,765
漳州,晋中,1539.755995,1877.349,77644,864
漳州,临汾,1417.007304,1805.328,74942,882
漳州,吕梁,1575.556006,1984.3229999999999,82185,912
漳州,朔州,1720.4560559999998,2128.452,88473,978
漳州,忻州,1621.022273,1981.479,80065,903
漳州,阳泉,1536.498662,1929.125,76498,891
漳州,运城,1335.93088,1711.4160000000006,72029,803
漳州,西安,1375.730751,1706.4260000000006,74555,830
漳州,安康,1241.24577,1601.832,67180,756
漳州,宝鸡,1494.362929,1883.885,78444,930
漳州,汉中,1407.075857,1813.894,75610,891
漳州,商洛,1283.865418,1629.567,66778,771
漳州,铜川,1429.246658,1774.629,74511,861
漳州,渭南,1364.5705710000002,1738.164,72329,857
漳州,咸阳,1396.108534,1740.997,73799,852
漳州,延安,1555.4530550000006,2004.036,83024,984
漳州,榆林,1705.531847,2190.783,91691,1033
漳州,成都,1505.978999,2007.892,86957,1040
漳州,阿坝州,1721.5486420000002,2323.581,100668,1132
漳州,巴中,1346.713508,1840.8010000000002,75832,1016
漳州,达州,1247.808366,1744.404,72645,950
漳州,德阳,1498.219357,2044.964,89105,1004
漳州,甘孜州,1669.789907,2209.096,90457,1398
漳州,广安,1274.431358,1765.134,74797,1010
漳州,广元,1455.639936,1977.914,81953,986
漳州,乐山,1489.666807,1989.69,80905,1244
漳州,凉山州,1583.707094,2148.402,92863,1232
漳州,泸州,1309.536412,1798.719,74625,1126
漳州,南充,1336.984577,1843.0770000000002,77499,1034
漳州,眉山,1499.869359,2025.161,83246,1256
漳州,绵阳,1491.572661,2025.0839999999998,86838,1039
漳州,内江,1370.398849,1880.53,77919,974
漳州,攀枝花,1617.650985,2171.212,91653,1326
漳州,遂宁,1370.322085,1873.336,81034,940
漳州,雅安,1572.808425,2089.572,84706,1311
漳州,宜宾,1380.40699,1837.0179999999998,78027,1131
漳州,资阳,1431.79189,1966.1779999999999,81231,1004
漳州,自贡,1387.929564,1883.128,78171,1175
漳州,拉萨,2687.890121,4107.363,212081,1445
漳州,阿里地区,3654.995924,5355.964,279485,1445
漳州,昌都地区,2143.5619850000007,3074.489,152236,1398
漳州,林芝地区,2377.159772,3716.01,194299,1445
漳州,那曲地区,2626.561528,4151.674,194291,1405
漳州,日喀则地区,2898.706367,4373.16,228125,1445
漳州,山南地区,2621.520577,4250.602,217578,1445
漳州,乌鲁木齐,3476.312016,4247.172000000001,173384,1682
漳州,阿拉尔,3817.712593,5017.186,203602,1819
漳州,阿克苏地区,3917.793031,4986.795,201459,1869
漳州,阿勒泰地区,3670.664452,4676.282,190318,1839
漳州,巴音郭楞,3481.745629,4452.91,182077,1742
漳州,博尔塔拉州,3923.101296,4758.787,192628,1871
漳州,昌吉州,3504.091046,4278.424,173788,1692
漳州,哈密地区,3008.029697,3674.032,148479,1509
漳州,和田地区,3840.906562,5753.526,229729,2071
漳州,喀什地区,4226.90078,5445.539000000002,220638,1995
漳州,克拉玛依,3755.261577,4627.986,187245,1833
漳州,克孜勒苏州,4220.490204,5409.6359999999995,218318,1985
漳州,石河子,3608.372538,4383.641,177931,1738
漳州,塔城地区,3945.096624,4855.996,195452,1917
漳州,图木舒克,3968.14724,5209.818,210867,1915
漳州,吐鲁番地区,3314.592622,4059.948,165008,1642
漳州,五家渠,3504.524114000001,4333.771,177534,1686
漳州,伊犁州,3936.844745,4921.688,200701,1946
漳州,昆明,1512.517984,1900.25,79998,1187
漳州,保山,1868.773571,2383.806,100273,1434
漳州,楚雄州,1631.979348,2051.475,86380,1257
漳州,大理州,1762.7939600000002,2216.641,94406,1341
漳州,德宏州,1932.211283,2521.795,107334,1526
漳州,迪庆州,1830.229845,2518.28,107996,1445
漳州,红河州,1459.052712,1816.934,75592,959
漳州,丽江,1768.183779,2399.01,100931,1466
漳州,临沧,1785.520188,2416.038,108514,1310
漳州,怒江州,1899.708682,2441.464,106811,1413
漳州,普洱,1712.234744,2218.166,93488,1188
漳州,曲靖,1405.314184,1761.575,73711,1113
漳州,昭通,1430.754269,1788.346,72658,1133
漳州,文山,1387.176096,1727.2720000000006,72440,879
漳州,西双版纳,1746.8592609999994,2337.2470000000008,98800,1257
漳州,玉溪,1532.733934,1986.618,82101,1012
漳州,杭州,686.7950947,904.821,40658,513
漳州,湖州,748.4087436000003,992.405,43203,539
漳州,嘉兴,759.9107235,972.059,43112,533
漳州,金华,546.921044,769.294,33130,396
漳州,丽水,492.6106544,663.346,28135,357
漳州,宁波,711.4857853999997,902.0169999999999,39248,527
漳州,衢州,508.4150619,676.3910000000002,29409,352
漳州,绍兴,675.2921687999999,874.8739999999997,38369,489
漳州,台州,594.8488453,738.6360000000003,32412,410
漳州,温州,490.9980501,594.86,27969,326
漳州,舟山,758.173484,977.4830000000001,41320,576
兰州,白银,62.11807951,79.38,5339,19
兰州,定西,89.94808884,112.286,7211,51
兰州,甘南州,144.8292908,227.266,10860,95
兰州,嘉峪关,640.0009902,732.1289999999997,30344,254
兰州,金昌,308.1367756,371.8,15987,128
兰州,酒泉,620.6774445,711.493,30056,239
兰州,临夏州,75.49318023,136.805,7607,45
兰州,陇南,314.0961882,542.494,26004,233
兰州,平凉,264.9478318,344.712,19892,92
兰州,庆阳,346.5833659,503.392,26119,150
兰州,天水,239.464026,320.801,17011,92
兰州,武威,233.1239276,275.034,12933,91
兰州,张掖,436.5819335,507.2,21765,174
兰州,广州,1706.349228,2315.456,106407,1106
兰州,潮州,1849.647104,2453.8379999999997,107383,1151
兰州,东莞,1737.583131,2353.0789999999997,108127,1120
兰州,佛山,1705.662507,2328.9139999999998,106717,1192
兰州,河源,1723.909987,2285.45,102599,1091
兰州,惠州,1766.131465,2370.345,108435,1259
兰州,江门,1747.5680350000002,2370.7270000000008,106670,1287
兰州,揭阳,1843.684356,2431.121,106671,1139
兰州,茂名,1744.522512,2435.135,105190,1241
兰州,梅州,1761.800985,2325.742,101624,1094
兰州,清远,1637.026084,2238.815,101713,1127
兰州,汕头,1880.099314,2476.467,108545,1163
兰州,汕尾,1851.846484,2498.494,113197,1292
兰州,韶关,1563.568798,2105.542,99246,981
兰州,深圳,1798.871045,2423.8070000000002,112184,1177
兰州,阳江,1766.440938,2474.189,110106,1305
兰州,云浮,1662.781236,2329.423,104748,1248
兰州,湛江,1766.557353,2357.411,101966,1241
兰州,肇庆,1669.060089,2311.666,105146,1236
兰州,中山,1767.6837920000007,2391.375,109326,1215
兰州,珠海,1802.731191,2436.635,110808,1242
兰州,南宁,1537.719452,2037.362,91373,1168
兰州,百色,1380.562147,1833.765,82235,1059
兰州,北海,1703.8208510000006,2260.877,98893,1218
兰州,崇左,1557.319799,2095.17,91457,1223
兰州,防城港,1667.135702,2184.594,95682,1218
兰州,桂林,1350.305996,1944.851,84657,1199
兰州,贵港,1546.987732,2135.621,91904,1229
兰州,河池,1328.7946980000004,1817.645,79534,1040
兰州,贺州,1493.754287,2135.761,91184,1292
兰州,来宾,1466.997043,2043.069,87890,1150
兰州,柳州,1412.32456,1983.374,87222,1124
兰州,钦州,1636.472593,2156.101,94375,1203
兰州,梧州,1574.502977,2228.968,95939,1350
兰州,玉林,1614.1266890000006,2219.077,95062,1248
兰州,贵阳,1085.301478,1472.255,68783,789
兰州,安顺,1113.01859,1560.19,73158,838
兰州,毕节地区,985.2836377999997,1450.3229999999999,65692,699
兰州,六盘水,1058.964659,1564.276,70071,792
兰州,铜仁地区,1057.51341,1606.362,71002,971
兰州,遵义,976.180117,1335.145,63066,707
兰州,黔西南州,1225.401623,1762.352,78386,973
兰州,黔东南州,1126.7663300000004,1594.892,70964,919
兰州,黔南州,1146.130924,1577.5439999999999,70051,907
兰州,海口,1895.473448,2511.113,111923,1292
兰州,白沙,1952.331968,2702.928,122450,1292
兰州,保亭,2026.968857,2740.04,123237,1292
兰州,昌江,1942.46665,2700.923,119785,1292
兰州,儋州,1915.714758,2634.592,118336,1292
兰州,澄迈,1919.770123,2566.731,114817,1292
兰州,东方,1962.6891,2749.095,124079,1292
兰州,定安,1951.368616,2581.1910000000007,116046,1292
兰州,琼海,1983.665605,2613.521,116917,1292
兰州,琼中,1985.435385,2634.6059999999998,117584,1292
兰州,乐东,2004.687876,2748.697,123214,1292
兰州,临高,1899.514356,2586.7,115160,1292
兰州,陵水,2037.582471,2728.645,121548,1292
兰州,三亚,2059.885372,2781.522,123211,1292
兰州,屯昌,1958.584237,2592.04,115826,1292
兰州,万宁,2019.691061,2676.178,119736,1292
兰州,文昌,1939.146578,2583.975,116426,1292
兰州,五指山,1998.04173,2690.527,120769,1292
兰州,石家庄,975.1790721,1190.759,55471,426
兰州,保定,1077.011221,1325.251,60241,531
兰州,沧州,1181.914815,1410.713,63542,498
兰州,承德,1343.613532,1664.622,77336,678
兰州,邯郸,957.2922432,1208.067,55684,467
兰州,衡水,1071.6794619999996,1313.079,58298,515
兰州,廊坊,1195.245068,1428.5539999999999,62949,572
兰州,秦皇岛,1447.792641,1702.0729999999999,74253,689
兰州,唐山,1322.022457,1586.104,69456,640
兰州,邢台,962.4112529,1159.128,53189,444
兰州,张家口,1099.252418,1367.4279999999999,58669,541
兰州,郑州,902.9173996,1118.626,52725,439
兰州,安阳,946.6905672,1269.903,57885,494
兰州,鹤壁,944.5705434,1238.8319999999999,56920,506
兰州,焦作,853.934574,1103.7089999999996,52137,440
兰州,开封,964.7340069,1182.88,56775,465
兰州,洛阳,798.1569245000003,1010.4760000000001,49384,391
兰州,漯河,973.8589499,1222.9560000000001,58309,509
兰州,南阳,868.3614133,1077.596,54648,526
兰州,平顶山,902.4767849,1141.0230000000001,54649,462
兰州,濮阳,1010.165175,1303.87,59639,532
兰州,三门峡,682.3369663,872.058,43385,342
兰州,商丘,1088.804017,1325.559,60696,537
兰州,新乡,915.7173566,1178.452,55363,475
兰州,信阳,1041.763881,1265.303,60570,609
兰州,许昌,939.7421521,1166.93,55101,465
兰州,周口,1025.488523,1280.915,59903,537
兰州,驻马店,997.9807649,1257.354,60243,607
兰州,哈尔滨,2192.629333,2715.671,117944,1090
兰州,大庆,2114.139372,2671.592,111723,1116
兰州,大兴安岭地区,2392.4070260000008,3462.817,146733,1326
兰州,鹤岗,2514.677682,3131.064000000001,134103,1258
兰州,黑河,2469.246524,3288.85,134391,1385
兰州,鸡西,2494.465655,3013.425,125397,1274
兰州,佳木斯,2494.430763,3063.137,130488,1248
兰州,牡丹江,2372.095183,2850.4959999999996,118509,1202
兰州,七台河,2513.622707,3074.5690000000004,127980,1300
兰州,齐齐哈尔,2083.817578,2817.2329999999997,117393,1170
兰州,双鸭山,2553.065522,3142.619,133451,1274
兰州,绥化,2253.1566390000007,2798.849,120104,1129
兰州,伊春,2434.444214,3012.349,127758,1225
兰州,武汉,1150.090505,1399.0529999999999,65622,680
兰州,鄂州,1208.262157,1467.866,68636,708
兰州,恩施,831.4188884,1229.306,56983,705
兰州,黄冈,1205.2648359999996,1467.885,69155,720
兰州,黄石,1231.179839,1490.144,70161,714
兰州,荆门,957.9419635,1244.018,60931,618
兰州,荆州,1010.220007,1319.9720000000002,63961,661
兰州,潜江,1047.909968,1374.902,66284,677
兰州,神农架林区,791.5719606,1142.481,60198,561
兰州,十堰,745.9063302000003,961.3580000000001,50103,497
兰州,随州,1006.186394,1241.303,60308,612
兰州,天门,1053.482759,1355.662,64039,662
兰州,仙桃,1097.528051,1421.7379999999994,66531,711
兰州,咸宁,1195.0884199999996,1475.2910000000006,68872,715
兰州,襄阳,887.4087655,1119.182,56328,560
兰州,孝感,1098.23329,1341.204,64137,651
兰州,宜昌,914.0401596,1308.964,64258,704
兰州,长沙,1227.047483,1650.19,80204,851
兰州,常德,1074.48946,1516.014,72496,823
兰州,郴州,1442.0812039999994,1954.057,91069,909
兰州,衡阳,1315.033632,1797.559,82754,920
兰州,怀化,1111.431663,1582.017,72299,931
兰州,娄底,1205.193818,1682.49,78178,868
兰州,邵阳,1219.467673,1740.095,81841,936
兰州,湘潭,1255.701716,1688.668,80551,869
兰州,湘西州,1026.525789,1471.116,67402,864
兰州,益阳,1155.894881,1570.658,73472,818
兰州,永州,1302.163873,1837.861,85380,978
兰州,岳阳,1146.261946,1497.5810000000001,71470,778
兰州,张家界,992.7215131000003,1466.967,66918,877
兰州,株洲,1269.049003,1711.5220000000006,81595,879
兰州,南京,1447.689256,1737.961,82300,825
兰州,常州,1565.052098,1837.504,80926,788
兰州,淮安,1414.574217,1661.1660000000006,73635,661
兰州,连云港,1402.053872,1676.19,73216,665
兰州,南通,1633.647612,1937.7720000000002,83787,784
兰州,苏州,1640.391413,1942.8410000000001,88914,796
兰州,宿迁,1339.139155,1584.82,70993,625
兰州,泰州,1531.624533,1844.0279999999998,83231,684
兰州,无锡,1601.941076,1898.7479999999998,86128,784
兰州,徐州,1231.43418,1482.027,67689,603
兰州,盐城,1521.381564,1787.52,77987,699
兰州,扬州,1490.714622,1788.217,79404,757
兰州,镇江,1501.153548,1801.372,79877,776
兰州,南昌,1398.698291,1744.68,82675,824
兰州,抚州,1486.255392,1849.558,83844,878
兰州,赣州,1553.167818,2046.21,91821,987
兰州,吉安,1452.0680109999994,1886.1270000000002,85217,915
兰州,景德镇,1458.72077,1722.5729999999999,78503,773
兰州,九江,1337.86698,1621.246,75969,770
兰州,萍乡,1332.6773859999996,1784.433,82599,942
兰州,上饶,1574.32286,1955.655,88725,929
兰州,新余,1393.133877,1798.421,81720,878
兰州,宜春,1355.677341,1816.119,82952,883
兰州,鹰潭,1517.124438,1891.0770000000002,87914,893
兰州,长春,2021.916613,2392.264,100905,990
兰州,白城,1915.021247,2489.136,111167,938
兰州,白山,2055.532319,2430.5570000000002,102207,1014
兰州,吉林市,2116.853261,2496.589,104214,1042
兰州,辽源,1976.466355,2317.971,96444,962
兰州,四平,1926.490192,2282.6839999999997,95368,947
兰州,松原,2033.963872,2505.731,103309,1045
兰州,通化,2010.922507,2351.885,98579,976
兰州,延边,2321.55553,2810.3579999999997,115830,1182
兰州,沈阳,1809.333031,2096.841,89447,860
兰州,鞍山,1757.108111,2086.624,88359,858
兰州,本溪,1825.038697,2142.583,90622,880
兰州,朝阳,1563.362185,1919.6470000000002,86796,798
兰州,大连,1599.016597,2248.9629999999997,93954,930
兰州,丹东,1848.716404,2252.84,94143,932
兰州,抚顺,1851.174951,2148.9610000000002,90519,885
兰州,阜新,1674.49205,2012.5839999999998,85459,824
兰州,葫芦岛,1571.766089,1844.719,78455,749
兰州,锦州,1605.877397,1890.0529999999999,82154,767
兰州,辽阳,1774.32507,2077.328,87987,855
兰州,盘锦,1681.345379,1972.8770000000002,83904,808
兰州,铁岭,1857.002815,2166.194,91274,894
兰州,营口,1682.876497,2036.576,87081,831
兰州,呼和浩特,864.3224833999999,1065.742,45503,332
兰州,阿拉善盟,350.7898779,515.76,21822,142
兰州,包头,732.2396649,967.4739999999999,39667,331
兰州,巴彦淖尔,610.5437132000002,731.765,30377,232
兰州,赤峰,1473.733616,1853.0910000000001,85092,761
兰州,鄂尔多斯,683.7567454,840.602,35771,274
兰州,呼伦贝尔,1952.149078,3002.632,125444,956
兰州,通辽,1781.2550620000006,2189.63,95992,884
兰州,乌海,481.7893707,584.06,24670,180
兰州,乌兰察布,978.300243,1208.629,50478,388
兰州,锡林郭勒盟,1358.157945,1772.342,73194,696
兰州,兴安盟,1885.482827,2339.7889999999998,97669,748
兰州,银川,343.8232193,436.48,19773,129
兰州,固原,221.647271,335.241,17688,84
兰州,石嘴山,398.9310501,497.98900000000003,20591,147
兰州,吴忠,301.7222268000001,367.079,15811,111
兰州,中卫,203.2020747,328.279,14614,98
兰州,西宁,195.1261327,223.584,13861,84
兰州,果洛州,371.5838611,757.176,36612,229
兰州,海东地区,163.9130111,189.24200000000002,10537,74
兰州,海北州,281.612707,325.1,17702,84
兰州,海南州,288.5124299,358.569,19516,84
兰州,海西州,596.2314606000001,707.0139999999999,35689,84
兰州,黄南州,174.6702108,326.863,17336,133
兰州,玉树州,710.9860309999997,1008.993,49698,267
兰州,济南,1184.341635,1413.497,65729,541
兰州,滨州,1269.495762,1509.816,66542,581
兰州,东营,1324.242241,1592.195,68001,631
兰州,德州,1125.114735,1367.3239999999996,60616,525
兰州,菏泽,1055.893334,1319.8370000000002,60129,576
兰州,济宁,1156.130681,1442.608,66375,616
兰州,莱芜,1245.064084,1500.059,66427,596
兰州,聊城,1091.965275,1333.475,60078,514
兰州,临沂,1317.949709,1623.604,73984,665
兰州,青岛,1488.078722,1742.8470000000002,75310,708
兰州,日照,1417.360894,1705.5220000000006,75457,711
兰州,泰安,1191.973262,1453.171,64037,584
兰州,威海,1634.208551,1896.1470000000002,80945,772
兰州,潍坊,1373.244813,1584.685,69948,646
兰州,烟台,1564.972403,1820.2720000000002,77551,743
兰州,枣庄,1227.431875,1529.69,66961,521
兰州,淄博,1276.4494619999996,1493.155,66566,598
兰州,太原,801.9732841,987.5260000000001,44442,351
兰州,长治,835.687134,1112.389,50569,409
兰州,大同,943.2976578,1179.9260000000004,52147,474
兰州,晋城,818.8597731000001,1090.386,52955,404
兰州,晋中,813.9565959,995.671,44580,356
兰州,临汾,693.9574908,982.68,48068,356
兰州,吕梁,672.3247762,805.404,37407,288
兰州,朔州,844.5506193,1031.535,46599,398
兰州,忻州,832.3835092999999,1041.362,46207,418
兰州,阳泉,889.3547053,1077.976,48748,387
兰州,运城,660.3781333,880.57,44295,341
兰州,西安,507.2977848,656.565,35425,291
兰州,安康,607.6087775000002,864.319,41454,438
兰州,宝鸡,358.4326155,486.19599999999997,26987,206
兰州,汉中,444.31694410000006,655.076,31795,298
兰州,商洛,608.2844587000002,784.072,40751,362
兰州,铜川,483.6888278,620.37,34241,208
兰州,渭南,542.8713134999998,700.1080000000003,36131,257
兰州,咸阳,483.6352853,636.211,32499,285
兰州,延安,512.5599973999998,692.7130000000003,30916,277
兰州,榆林,580.1892404,695.8660000000001,29387,228
兰州,成都,599.8061596,969.216,48529,466
兰州,阿坝州,485.734902,774.05,40901,100
兰州,巴中,539.8172917,804.154,38721,409
兰州,达州,638.0551834,931.701,45385,492
兰州,德阳,551.7637449,903.827,44115,440
兰州,甘孜州,690.8860248999997,1241.943,60343,614
兰州,广安,676.0524069,990.3560000000001,46567,528
兰州,广元,443.16025539999987,732.919,35705,364
兰州,乐山,719.5113818,1117.111,56228,525
兰州,凉山州,921.5461006,1417.145,67627,733
兰州,泸州,812.3130928999999,1218.67,56173,571
兰州,南充,623.0256868,954.954,45580,516
兰州,眉山,668.2653946,1056.693,52485,504
兰州,绵阳,514.0772131,854.725,41946,422
兰州,内江,729.0643547999997,1128.1660000000004,53635,538
兰州,攀枝花,1073.595795,1614.6370000000006,74900,855
兰州,遂宁,634.0195812999998,1001.6,47659,535
兰州,雅安,679.3494387000002,1119.447,54492,528
兰州,宜宾,815.5723361,1228.35,58747,599
兰州,资阳,664.6765123,1041.781,49695,508
兰州,自贡,751.7071388999997,1152.381,55379,568
兰州,拉萨,1384.027143,2125.18,121256,234
兰州,阿里地区,2201.005954,3370.1609999999996,191860,234
兰州,昌都地区,823.7110568,1479.391,83858,267
兰州,林芝地区,1135.5105640000004,2520.431,137530,234
兰州,那曲地区,1200.425845,1799.943,98708,234
兰州,日喀则地区,1588.023768,2387.357,139682,234
兰州,山南地区,1361.873757,2264.799,129399,234
兰州,乌鲁木齐,1630.8570140000006,1914.315,77658,621
兰州,阿拉尔,2025.279249,2699.261,109971,787
兰州,阿克苏地区,2118.658782,2653.938,106878,808
兰州,阿勒泰地区,1838.346474,2343.425,93720,778
兰州,巴音郭楞,1655.619753,2120.053,86643,681
兰州,博尔塔拉州,2080.578598,2425.93,98150,810
兰州,昌吉州,1658.439579,1945.567,79430,631
兰州,哈密地区,1162.4471130000004,1341.175,54431,448
兰州,和田地区,2133.152099,3420.6690000000012,134562,1010
兰州,喀什地区,2468.157885,3112.6820000000002,124548,934
兰州,克拉玛依,1908.440979,2295.129,93141,772
兰州,克孜勒苏州,2455.968848,3076.7790000000005,121968,924
兰州,石河子,1763.1850940000006,2050.784,83789,677
兰州,塔城地区,2098.289098,2523.139,101792,856
兰州,图木舒克,2195.017388,2876.961,115061,854
兰州,吐鲁番地区,1470.111454,1727.0910000000001,69218,581
兰州,五家渠,1657.90838,2000.914,83238,625
兰州,伊犁州,2101.87527,2588.831,106090,885
兰州,昆明,1230.760644,1815.773,83149,1011
兰州,保山,1296.540704,2066.689,100421,1038
兰州,楚雄州,1243.74213,1821.4260000000002,85017,926
兰州,大理州,1214.673778,1899.2839999999999,93368,945
兰州,德宏州,1387.651789,2204.678,106972,1130
兰州,迪庆州,995.0423311,2178.445,105817,1030
兰州,红河州,1414.001449,2064.64,89665,1081
兰州,丽江,1078.056781,1870.279,96632,889
兰州,临沧,1402.04746,2181.7729999999997,107248,971
兰州,怒江州,1230.189589,2124.347,106682,1017
兰州,普洱,1503.085841,2221.791,100573,1228
兰州,曲靖,1173.699925,1769.056,78992,945
兰州,昭通,971.1503569,1475.345,70070,785
兰州,文山,1409.8091960000006,2109.572,92010,1113
兰州,西双版纳,1591.683151,2340.8720000000008,106042,1298
兰州,玉溪,1307.499097,1897.12,85236,1050
兰州,杭州,1656.141618,1977.2179999999998,92786,940
兰州,湖州,1618.59473,1920.5720000000001,87013,923
兰州,嘉兴,1677.434721,1964.7220000000002,87565,895
兰州,金华,1671.797874,2057.033,97473,986
兰州,丽水,1733.281086,2148.506,100639,1023
兰州,宁波,1791.646891,2135.906,98764,1010
兰州,衢州,1616.685725,1962.152,92971,938
兰州,绍兴,1701.211821,2040.33,97161,969
兰州,台州,1845.830978,2250.345,104789,1058
兰州,温州,1823.387013,2265.74,105442,1101
兰州,舟山,1834.985409,2200.212,101117,1051
白银,定西,114.51856809999998,178.81099999999995,9171,85
白银,甘南州,206.7999453,303.343,15986,114
白银,嘉峪关,629.8455273,761.302,30084,273
白银,金昌,279.4394252,400.973,15747,147
白银,酒泉,609.9283892999998,740.666,29753,258
白银,临夏州,136.15832360000002,212.882,12564,64
白银,陇南,357.7392495,609.019,28411,252
白银,平凉,252.2871325,413.333,18399,122
白银,庆阳,325.2750971000001,572.013,24587,180
白银,天水,260.4144068,387.32599999999996,19139,111
白银,武威,205.5007888,304.207,12665,110
白银,张掖,421.4461168,536.373,21585,193
白银,广州,1733.4555850000006,2375.225,107314,1059
白银,潮州,1866.353044,2513.607,108498,1104
白银,东莞,1763.501704,2412.848,106778,1074
白银,佛山,1733.429405,2388.683,105638,1146
白银,河源,1745.679871,2345.219,101909,1045
白银,惠州,1790.0643329999998,2430.114,107129,1212
白银,江门,1776.2779920000007,2430.496,105693,1241
白银,揭阳,1861.303858,2490.89,105908,1093
白银,茂名,1780.6362329999995,2501.66,107875,1260
白银,梅州,1778.382462,2385.511,102671,1047
白银,清远,1663.864425,2298.584,100374,1080
白银,汕头,1897.159717,2536.236,107457,1117
白银,汕尾,1873.760233,2558.263,111678,1245
白银,韶关,1586.404294,2165.311,97711,934
白银,深圳,1824.934693,2483.576,110828,1131
白银,阳江,1799.3509329999995,2533.958,109265,1259
白银,云浮,1693.923718,2389.192,104020,1201
白银,湛江,1804.682094,2423.936,104954,1260
白银,肇庆,1698.692793,2371.435,104303,1190
白银,中山,1795.457976,2451.144,107886,1168
白银,珠海,1830.587944,2496.404,109986,1196
白银,南宁,1580.267506,2103.887,93776,1187
白银,百色,1427.250078,1900.29,84548,1078
白银,北海,1745.138143,2327.402,101809,1237
白银,崇左,1602.79585,2161.695,95228,1242
白银,防城港,1710.4266920000002,2251.119,98261,1237
白银,桂林,1383.387688,2011.376,87183,1218
白银,贵港,1585.309305,2202.146,94229,1248
白银,河池,1370.304251,1884.17,81906,1059
白银,贺州,1523.966676,2202.286,93590,1311
白银,来宾,1505.772904,2109.594,90140,1169
白银,柳州,1449.74562,2049.899,89397,1143
白银,钦州,1678.716647,2222.626,96727,1222
白银,梧州,1607.068674,2295.493,98343,1369
白银,玉林,1651.358005,2285.6020000000008,97530,1267
白银,贵阳,1129.72055,1538.78,71024,808
白银,安顺,1160.6076,1626.715,75170,857
白银,毕节地区,1034.535577,1516.848,68026,718
白银,六盘水,1110.034806,1630.8010000000006,72533,811
白银,铜仁地区,1089.699888,1672.8870000000006,73304,990
白银,遵义,1018.462268,1401.67,65289,726
白银,黔西南州,1276.671003,1828.8770000000002,80564,992
白银,黔东南州,1166.245946,1661.4170000000001,73009,938
白银,黔南州,1187.837049,1644.069,72427,926
白银,海口,1934.831122,2577.638,113889,1311
白银,白沙,1994.68615,2769.453,125023,1311
白银,保亭,2069.019906,2806.565,126103,1311
白银,昌江,1985.640853,2767.448,122358,1311
白银,儋州,1957.700365,2701.117,120541,1311
白银,澄迈,1960.234094,2633.256,117148,1311
白银,东方,2006.368617,2815.62,126494,1311
白银,定安,1991.191428,2647.716,118081,1311
白银,琼海,2023.476229,2680.046,119108,1311
白银,琼中,2026.707515,2701.131,119748,1311
白银,乐东,2048.070608,2815.222,125065,1311
白银,临高,1940.569784,2653.225,117336,1311
白银,陵水,2078.967389,2795.17,123754,1311
白银,三亚,2102.451907,2848.047,126140,1311
白银,屯昌,1999.147442,2658.565,117960,1311
白银,万宁,2060.0801850000007,2742.703,122171,1311
白银,文昌,1977.601969,2650.5,118534,1311
白银,五指山,2040.266379,2757.052,123002,1311
白银,石家庄,931.2198333,1116.1480000000001,51224,404
白银,保定,1029.823389,1250.64,57059,510
白银,沧州,1137.966867,1336.102,59043,477
白银,承德,1291.099579,1590.011,74172,657
白银,邯郸,921.3730515,1133.4560000000001,52117,446
白银,衡水,1029.7703279999996,1238.468,54415,494
白银,廊坊,1146.4496880000004,1353.943,59250,551
白银,秦皇岛,1399.239622,1627.4620000000002,70809,668
白银,唐山,1273.674892,1511.493,65389,619
白银,邢台,923.7789825,1084.517,49279,423
白银,张家口,1044.740353,1292.817,54737,519
白银,郑州,879.8158059,1187.247,51348,470
白银,安阳,913.8853624,1195.292,53911,473
白银,鹤壁,914.0606419,1231.732,54284,491
白银,焦作,827.9655958999997,1172.33,50838,470
白银,开封,940.3869311,1251.501,55257,495
白银,洛阳,777.7689763999997,1079.097,47985,422
白银,漯河,958.0384885,1291.577,56873,539
白银,南阳,860.2226268999997,1137.365,53593,480
白银,平顶山,887.1384563999999,1209.644,53202,493
白银,濮阳,979.2280952,1282.9289999999999,56664,509
白银,三门峡,663.493085,940.679,41961,373
白银,商丘,1065.084039,1394.18,59240,568
白银,新乡,888.4895893999999,1247.073,53995,506
白银,信阳,1034.761902,1325.0720000000001,59950,562
