起始城市,目标城市,时间,费用
商丘,锡林郭勒盟,49748,515
商丘,阿拉善盟,55857,518
商丘,银川,52878,505
商丘,石嘴山,53708,522
商丘,吴忠,51823,505
商丘,固原,44458,467
商丘,中卫,51927,530
商丘,西宁,64809,721
商丘,海北州,69882,721
商丘,黄南州,64927,679
商丘,海南州,71338,721
商丘,果洛州,88318,866
商丘,玉树州,101500,904
商丘,海西州,86778,721
商丘,济南,14359,100
商丘,青岛,24245,237
商丘,淄博,19732,149
商丘,枣庄,11494,77
商丘,东营,22765,199
商丘,烟台,30946,294
商丘,潍坊,23214,197
商丘,济宁,10675,69
商丘,泰安,13446,98
商丘,威海,34236,323
商丘,日照,19134,166
商丘,莱芜,17295,115
商丘,临沂,16147,112
商丘,德州,17018,154
商丘,聊城,11654,101
商丘,滨州,20431,145
商丘,菏泽,6340,39
商丘,太原,26540,257
商丘,大同,35762,370
商丘,阳泉,25350,221
商丘,长治,18906,186
商丘,晋城,14614,157
商丘,朔州,35136,344
商丘,晋中,26205,255
商丘,运城,22697,233
商丘,忻州,30271,292
商丘,临汾,24870,216
商丘,吕梁,31001,304
商丘,西安,28178,303
商丘,铜川,28986,333
商丘,宝鸡,34325,396
商丘,咸阳,29227,318
商丘,渭南,25567,274
商丘,延安,35309,379
商丘,汉中,40048,451
商丘,榆林,40166,425
商丘,安康,34688,444
商丘,商洛,27917,364
商丘,成都,59701,670
商丘,自贡,60980,779
商丘,攀枝花,86335,1050
商丘,泸州,62567,807
商丘,德阳,55940,644
商丘,绵阳,53970,626
商丘,广元,46977,546
商丘,遂宁,55184,685
商丘,内江,59332,757
商丘,乐山,65317,725
商丘,南充,53388,666
商丘,眉山,62997,707
商丘,宜宾,64176,804
商丘,广安,51323,655
商丘,达州,46462,638
商丘,雅安,62736,759
商丘,巴中,46644,565
商丘,资阳,59668,750
商丘,阿坝州,107984,809
商丘,甘孜州,71666,809
商丘,凉山州,75237,964
商丘,拉萨,172573,871
商丘,山南地区,179300,871
商丘,那曲地区,150253,871
商丘,阿里地区,240963,871
商丘,林芝地区,171670,809
商丘,乌鲁木齐,127243,1155
商丘,克拉玛依,142972,1306
商丘,吐鲁番地区,119387,1115
商丘,哈密地区,103623,982
商丘,阿克苏地区,156951,1342
商丘,喀什地区,173668,1468
商丘,和田地区,184841,1544
商丘,塔城地区,151122,1390
商丘,阿勒泰地区,143284,1312
商丘,石河子,133778,1211
商丘,阿拉尔,160417,1325
商丘,图木舒克,164847,1388
商丘,五家渠,133185,1159
商丘,昆明,84018,1163
商丘,曲靖,78469,1089
商丘,玉溪,86055,1189
商丘,保山,107945,1410
商丘,昭通,75514,991
商丘,丽江,90437,1125
商丘,普洱,104963,1380
商丘,临沧,113377,1287
商丘,文山,86227,946
商丘,西双版纳,110294,1450
商丘,杭州,32304,279
商丘,宁波,37241,376
商丘,温州,44550,451
商丘,嘉兴,31225,284
商丘,湖州,27567,259
商丘,绍兴,35024,310
商丘,金华,38867,356
商丘,衢州,34905,376
商丘,舟山,40032,417
商丘,台州,42647,424
商丘,丽水,42714,393
信阳,周口,9410,89
信阳,驻马店,6077,39
信阳,哈尔滨,85380,847
信阳,齐齐哈尔,92366,999
信阳,鸡西,98858,1097
信阳,鹤岗,101445,1016
信阳,双鸭山,101907,1033
信阳,大庆,86825,960
信阳,伊春,97385,998
信阳,佳木斯,98737,1006
信阳,七台河,103262,1145
信阳,牡丹江,92105,1024
信阳,黑河,106680,1111
信阳,绥化,89442,901
信阳,大兴安岭地区,121610,1155
信阳,武汉,10186,74
信阳,黄石,14796,107
信阳,十堰,17791,152
信阳,宜昌,20004,193
信阳,襄阳,13322,119
信阳,鄂州,13632,101
信阳,荆门,16306,160
信阳,孝感,8808,52
信阳,荆州,17098,155
信阳,黄冈,13834,147
信阳,咸宁,13481,108
信阳,随州,8981,76
信阳,恩施,29886,350
信阳,仙桃,12998,105
信阳,潜江,15964,132
信阳,天门,13137,120
信阳,长沙,23620,269
信阳,株洲,25281,226
信阳,湘潭,25429,230
信阳,衡阳,28069,366
信阳,邵阳,30080,382
信阳,岳阳,17502,210
信阳,常德,24522,264
信阳,张家界,29452,319
信阳,益阳,24279,315
信阳,郴州,34573,259
信阳,永州,32506,417
信阳,怀化,37854,377
信阳,娄底,26813,353
信阳,湘西州,34091,397
信阳,南京,21841,211
信阳,无锡,27090,286
信阳,徐州,20913,212
信阳,常州,26344,281
信阳,苏州,29379,299
信阳,南通,30374,266
信阳,连云港,27238,274
信阳,淮安,27151,256
信阳,盐城,31080,298
信阳,扬州,24614,232
信阳,镇江,24837,231
信阳,泰州,26809,253
信阳,宿迁,24583,234
信阳,长春,74522,820
信阳,吉林市,77607,868
信阳,四平,70652,792
信阳,辽源,71494,792
信阳,通化,73549,806
信阳,白山,76775,843
信阳,松原,77941,870
信阳,白城,78496,804
信阳,延边,87903,923
信阳,沈阳,63709,689
信阳,大连,68196,759
信阳,鞍山,62935,687
信阳,抚顺,65462,715
信阳,本溪,65489,710
信阳,丹东,69245,762
信阳,锦州,57077,611
信阳,营口,62443,676
信阳,阜新,60329,653
信阳,辽阳,62637,684
信阳,盘锦,59407,653
信阳,铁岭,66111,723
信阳,朝阳,58586,634
信阳,葫芦岛,53554,578
信阳,呼和浩特,51991,487
信阳,包头,57468,554
信阳,乌海,57498,745
信阳,赤峰,56904,597
信阳,通辽,67571,720
信阳,鄂尔多斯,52582,554
信阳,呼伦贝尔,110795,1179
信阳,巴彦淖尔,64359,655
信阳,乌兰察布,48019,470
信阳,兴安盟,82619,730
信阳,锡林郭勒盟,57024,613
信阳,阿拉善盟,55539,707
信阳,银川,52556,694
信阳,石嘴山,53346,712
信阳,吴忠,51871,539
信阳,固原,43056,462
信阳,中卫,50499,526
信阳,西宁,62428,723
信阳,海北州,67442,723
信阳,黄南州,62687,681
信阳,海南州,68872,723
信阳,果洛州,86227,869
信阳,玉树州,99412,907
信阳,海西州,84018,723
信阳,济南,26978,257
信阳,青岛,36074,386
信阳,淄博,32371,305
信阳,枣庄,23381,226
信阳,东营,34846,356
信阳,烟台,42046,436
信阳,潍坊,35637,353
信阳,济宁,23893,226
信阳,泰安,26056,255
信阳,威海,45392,466
信阳,日照,30910,315
信阳,莱芜,30675,272
信阳,临沂,28060,261
信阳,德州,29688,311
信阳,聊城,24490,258
信阳,滨州,32563,302
信阳,菏泽,19521,175
信阳,太原,32095,317
信阳,大同,43744,425
信阳,阳泉,32770,329
信阳,长治,24650,245
信阳,晋城,20404,216
信阳,朔州,40547,404
信阳,晋中,31746,315
信阳,运城,25111,280
信阳,忻州,35759,352
信阳,临汾,27496,299
信阳,吕梁,36522,364
信阳,西安,26708,299
信阳,铜川,28450,330
信阳,宝鸡,32118,399
信阳,咸阳,27136,320
信阳,渭南,25625,328
信阳,延安,38424,432
信阳,汉中,35773,479
信阳,榆林,45816,484
信阳,安康,27191,344
信阳,商洛,20456,247
信阳,成都,55338,698
信阳,自贡,55771,672
信阳,攀枝花,80039,1163
信阳,泸州,51349,682
信阳,德阳,51625,672
信阳,绵阳,49603,654
信阳,广元,42660,575
信阳,遂宁,49206,656
信阳,内江,54794,658
信阳,乐山,59512,735
信阳,南充,44412,626
信阳,眉山,56751,795
信阳,宜宾,55356,743
信阳,广安,44823,604
信阳,达州,39003,539
信阳,雅安,59637,836
信阳,巴中,42292,594
信阳,资阳,53820,720
信阳,阿坝州,102032,921
信阳,甘孜州,65765,921
信阳,凉山州,72296,1041
信阳,拉萨,170179,873
信阳,山南地区,176652,873
信阳,那曲地区,147570,873
信阳,阿里地区,239231,873
信阳,林芝地区,165569,921
信阳,乌鲁木齐,126190,1150
信阳,克拉玛依,142101,1302
信阳,吐鲁番地区,118418,1110
信阳,哈密地区,101970,977
信阳,阿克苏地区,156279,1337
信阳,喀什地区,173047,1463
信阳,和田地区,184362,1539
信阳,塔城地区,150458,1386
信阳,阿勒泰地区,142347,1307
信阳,石河子,132920,1207
信阳,阿拉尔,159096,1320
信阳,图木舒克,164142,1384
信阳,五家渠,132197,1154
信阳,昆明,72634,1023
信阳,曲靖,66628,950
信阳,玉溪,75386,1062
信阳,保山,95650,1271
信阳,昭通,66472,929
信阳,丽江,94086,1303
信阳,普洱,92143,1240
信阳,临沧,100281,1147
信阳,文山,75937,947
信阳,西双版纳,97673,1310
信阳,杭州,31345,327
信阳,宁波,37246,397
信阳,温州,43211,487
信阳,嘉兴,30940,339
信阳,湖州,27961,310
信阳,绍兴,34457,356
信阳,金华,37412,442
信阳,衢州,33679,393
信阳,舟山,40041,438
信阳,台州,42665,445
信阳,丽水,41505,480
周口,驻马店,6214,48
周口,哈尔滨,86066,841
周口,齐齐哈尔,85647,906
周口,鸡西,93898,1025
周口,鹤岗,103150,1009
周口,双鸭山,95365,939
周口,大庆,79954,852
周口,伊春,90411,905
周口,佳木斯,99504,999
周口,七台河,96631,1051
周口,牡丹江,85478,931
周口,黑河,103529,1136
周口,绥化,88799,880
周口,大兴安岭地区,116075,1077
周口,武汉,17992,166
周口,黄石,18695,216
周口,十堰,20112,191
周口,宜昌,25136,258
周口,襄阳,15704,158
周口,鄂州,18213,206
周口,荆门,20687,216
周口,孝感,16807,145
周口,荆州,23511,259
周口,黄冈,17199,196
周口,咸宁,21129,201
周口,随州,14391,132
周口,恩施,34909,416
周口,仙桃,20784,197
周口,潜江,22720,212
周口,天门,19413,187
周口,长沙,31136,362
周口,株洲,32762,319
周口,湘潭,33108,323
周口,衡阳,35538,459
周口,邵阳,37310,474
周口,岳阳,25073,303
周口,常德,30999,344
周口,张家界,35998,399
周口,益阳,31107,363
周口,郴州,42147,351
周口,永州,39978,510
周口,怀化,44148,456
周口,娄底,34054,445
周口,湘西州,40585,476
周口,南京,19190,192
周口,无锡,24926,248
周口,徐州,13239,119
周口,常州,23455,232
周口,苏州,27054,260
周口,南通,26425,247
周口,连云港,19824,181
周口,淮安,19378,177
周口,盐城,23391,215
周口,扬州,20698,213
周口,镇江,21821,239
周口,泰州,22995,234
周口,宿迁,16951,141
周口,长春,67930,726
周口,吉林市,70954,775
周口,四平,63415,684
周口,辽源,64790,698
周口,通化,67409,728
周口,白山,70106,750
周口,松原,71189,777
周口,白城,71890,711
周口,延边,84328,933
周口,沈阳,57739,611
周口,大连,61708,666
周口,鞍山,57249,609
周口,抚顺,59490,637
周口,本溪,58884,617
周口,丹东,63104,683
周口,锦州,49781,503
周口,营口,55475,568
周口,阜新,54409,575
周口,辽阳,56380,591
周口,盘锦,52748,559
周口,铁岭,60093,645
周口,朝阳,53354,560
周口,葫芦岛,47232,485
周口,呼和浩特,46687,433
周口,包头,52022,500
周口,乌海,56252,622
周口,赤峰,51365,523
周口,通辽,62378,647
周口,鄂尔多斯,47068,500
周口,呼伦贝尔,105073,1101
周口,巴彦淖尔,58909,601
周口,乌兰察布,42630,417
周口,兴安盟,76919,656
周口,锡林郭勒盟,52226,560
周口,阿拉善盟,54327,585
周口,银川,51318,571
周口,石嘴山,52113,589
周口,吴忠,50359,572
周口,固原,43491,483
周口,中卫,50930,547
周口,西宁,63563,737
周口,海北州,68623,737
周口,黄南州,64002,695
周口,海南州,70070,737
周口,果洛州,87629,883
周口,玉树州,100697,921
周口,海西州,85556,737
周口,济南,19101,164
周口,青岛,28526,293
周口,淄博,24632,212
周口,枣庄,15938,133
周口,东营,27282,263
周口,烟台,34614,343
周口,潍坊,27900,260
周口,济宁,15720,133
周口,泰安,18393,162
周口,威海,37936,373
周口,日照,23448,221
周口,莱芜,22612,179
周口,临沂,20521,168
周口,德州,22608,218
周口,聊城,16974,165
周口,滨州,24858,209
周口,菏泽,11306,88
周口,太原,26644,263
周口,大同,38510,372
周口,阳泉,28517,300
周口,长治,18974,191
周口,晋城,14647,162
周口,朔州,35241,350
周口,晋中,26251,261
周口,运城,21637,250
周口,忻州,30338,298
周口,临汾,24119,244
周口,吕梁,31065,310
周口,西安,27159,320
周口,铜川,27974,349
周口,宝鸡,33197,413
周口,咸阳,28180,334
周口,渭南,24582,291
周口,延安,35207,377
周口,汉中,37732,518
周口,榆林,40242,430
周口,安康,29258,383
周口,商洛,22718,304
周口,成都,57507,738
周口,自贡,57116,785
周口,攀枝花,84054,1118
周口,泸州,56866,747
周口,德阳,53701,712
周口,绵阳,51751,693
周口,广元,44685,614
周口,遂宁,51090,697
周口,内江,54704,767
周口,乐山,59500,810
周口,南充,48079,676
周口,眉山,58452,837
周口,宜宾,60931,808
周口,广安,46815,653
周口,达州,41001,578
周口,雅安,63536,791
周口,巴中,44310,633
周口,资阳,55320,762
周口,阿坝州,105608,877
周口,甘孜州,69654,877
周口,凉山州,76237,996
周口,拉萨,170780,887
周口,山南地区,177183,887
周口,那曲地区,148364,887
周口,阿里地区,239437,887
周口,林芝地区,169650,877
周口,乌鲁木齐,127478,1171
周口,克拉玛依,143609,1322
周口,吐鲁番地区,119975,1131
周口,哈密地区,103611,998
周口,阿克苏地区,157621,1358
周口,喀什地区,174710,1484
周口,和田地区,185881,1560
周口,塔城地区,151742,1407
周口,阿勒泰地区,143939,1328
周口,石河子,134405,1228
周口,阿拉尔,160587,1341
周口,图木舒克,165652,1404
周口,五家渠,133670,1175
周口,昆明,79171,1103
周口,曲靖,73285,1056
周口,玉溪,82092,1169
周口,保山,103429,1350
周口,昭通,72358,994
周口,丽江,101929,1382
周口,普洱,99791,1320
周口,临沧,108700,1227
周口,文山,84733,1040
周口,西双版纳,105376,1390
周口,杭州,31767,283
周口,宁波,36638,380
周口,温州,44244,455
周口,嘉兴,30627,288
周口,湖州,27002,263
周口,绍兴,34457,314
周口,金华,37884,419
周口,衢州,34124,371
周口,舟山,39429,421
周口,台州,42033,428
周口,丽水,42400,397
驻马店,哈尔滨,82484,805
驻马店,齐齐哈尔,89178,958
驻马店,鸡西,95897,1056
驻马店,鹤岗,98696,974
驻马店,双鸭山,105373,1077
驻马店,大庆,83248,904
驻马店,伊春,99789,1028
驻马店,佳木斯,96007,964
驻马店,七台河,99976,1103
驻马店,牡丹江,89025,983
驻马店,黑河,106542,1188
驻马店,绥化,86418,860
驻马店,大兴安岭地区,118840,1129
驻马店,武汉,14207,116
驻马店,黄石,18615,150
驻马店,十堰,17586,150
驻马店,宜昌,22043,204
驻马店,襄阳,13099,117
驻马店,鄂州,17571,143
驻马店,荆门,18307,171
驻马店,孝感,12930,94
驻马店,荆州,19787,178
驻马店,黄冈,16813,181
驻马店,咸宁,17377,150
驻马店,随州,9792,76
驻马店,恩施,31870,361
驻马店,仙桃,16914,147
驻马店,潜江,18557,156
驻马店,天门,15161,131
驻马店,长沙,27573,312
驻马店,株洲,29072,268
驻马店,湘潭,29217,273
驻马店,衡阳,31701,409
驻马店,邵阳,33662,424
驻马店,岳阳,21263,252
驻马店,常德,26990,288
驻马店,张家界,32000,343
驻马店,益阳,27069,307
驻马店,郴州,38553,301
驻马店,永州,36169,460
驻马店,怀化,40202,400
驻马店,娄底,30698,395
驻马店,湘西州,36523,420
驻马店,南京,21394,232
驻马店,无锡,26885,287
驻马店,徐州,17648,171
驻马店,常州,25364,272
驻马店,苏州,29353,299
驻马店,南通,28320,286
驻马店,连云港,24066,233
驻马店,淮安,23773,229
驻马店,盐城,27567,267
驻马店,扬州,22609,252
驻马店,镇江,23661,278
驻马店,泰州,24895,274
驻马店,宿迁,21382,192
驻马店,长春,71708,778
驻马店,吉林市,74758,826
驻马店,四平,67235,735
驻马店,辽源,68636,750
驻马店,通化,70922,779
驻马店,白山,73955,801
驻马店,松原,75419,848
驻马店,白城,80884,918
驻马店,延边,88053,985
驻马店,沈阳,61050,648
驻马店,大连,65531,733
驻马店,鞍山,60316,646
驻马店,抚顺,62703,673
驻马店,本溪,62668,668
驻马店,丹东,66421,720
驻马店,锦州,53469,555
驻马店,营口,59229,619
驻马店,阜新,57739,627
驻马店,辽阳,59945,643
驻马店,盘锦,56161,611
驻马店,铁岭,63504,697
驻马店,朝阳,56100,593
驻马店,葫芦岛,50934,552
驻马店,呼和浩特,48531,446
驻马店,包头,53889,512
驻马店,乌海,57402,630
驻马店,赤峰,54041,555
驻马店,通辽,65136,679
驻马店,鄂尔多斯,48944,512
驻马店,呼伦贝尔,107800,1138
驻马店,巴彦淖尔,60849,613
驻马店,乌兰察布,44288,429
驻马店,兴安盟,79442,801
驻马店,锡林郭勒盟,53917,572
驻马店,阿拉善盟,55425,592
驻马店,银川,52450,579
驻马店,石嘴山,53234,597
驻马店,吴忠,51705,537
驻马店,固原,42892,460
驻马店,中卫,50335,524
驻马店,西宁,62412,721
驻马店,海北州,67445,721
驻马店,黄南州,62910,679
驻马店,海南州,68914,721
驻马店,果洛州,86040,867
驻马店,玉树州,99224,905
驻马店,海西州,84101,721
驻马店,济南,23461,216
驻马店,青岛,32828,345
驻马店,淄博,28808,264
驻马店,枣庄,20205,185
驻马店,东营,31391,315
驻马店,烟台,38745,395
驻马店,潍坊,32186,312
驻马店,济宁,20289,184
驻马店,泰安,22633,213
驻马店,威海,42069,424
驻马店,日照,27615,273
驻马店,莱芜,27192,231
驻马店,临沂,24863,220
驻马店,德州,26501,269
驻马店,聊城,21257,217
驻马店,滨州,29080,260
驻马店,菏泽,15542,133
驻马店,太原,28480,275
驻马店,大同,40277,384
驻马店,阳泉,29212,287
驻马店,长治,20852,204
驻马店,晋城,16543,175
驻马店,朔州,37061,362
驻马店,晋中,28107,273
驻马店,运城,22619,255
驻马店,忻州,32213,310
驻马店,临汾,25231,252
驻马店,吕梁,32891,322
驻马店,西安,26516,297
驻马店,铜川,28375,328
驻马店,宝鸡,31952,397
驻马店,咸阳,26969,319
驻马店,渭南,25568,296
驻马店,延安,36337,385
驻马店,汉中,35495,477
驻马店,榆林,42213,443
驻马店,安康,26979,342
驻马店,商洛,20279,245
驻马店,成都,55201,696
驻马店,自贡,58047,683
驻马店,攀枝花,81451,1077
驻马店,泸州,53646,693
驻马店,德阳,51425,670
驻马店,绵阳,49470,652
驻马店,广元,42433,573
驻马店,遂宁,48870,656
驻马店,内江,57104,669
驻马店,乐山,61621,746
驻马店,南充,45858,635
驻马店,眉山,56421,796
驻马店,宜宾,57650,754
驻马店,广安,44900,612
驻马店,达州,39061,537
驻马店,雅安,61069,750
驻马店,巴中,42068,592
驻马店,资阳,53391,721
驻马店,阿坝州,103049,835
驻马店,甘孜州,67162,835
驻马店,凉山州,73722,955
驻马店,拉萨,170591,871
驻马店,山南地区,177176,871
驻马店,那曲地区,148256,871
驻马店,阿里地区,239341,871
驻马店,林芝地区,166900,835
驻马店,乌鲁木齐,127230,1148
驻马店,克拉玛依,143430,1300
驻马店,吐鲁番地区,119485,1108
驻马店,哈密地区,102702,975
驻马店,阿克苏地区,156847,1335
驻马店,喀什地区,174014,1461
驻马店,和田地区,185292,1537
驻马店,塔城地区,151255,1384
驻马店,阿勒泰地区,143159,1305
驻马店,石河子,133883,1205
驻马店,阿拉尔,159607,1318
驻马店,图木舒克,164853,1382
驻马店,五家渠,133335,1152
驻马店,昆明,75482,1047
驻马店,曲靖,69369,973
驻马店,玉溪,78326,1086
驻马店,保山,99757,1294
驻马店,昭通,68857,940
驻马店,丽江,97991,1326
驻马店,普洱,95420,1264
驻马店,临沧,103925,1170
驻马店,文山,82803,1177
驻马店,西双版纳,100906,1334
驻马店,杭州,32776,357
驻马店,宁波,38822,419
驻马店,温州,44479,518
驻马店,嘉兴,32811,327
驻马店,湖州,28945,303
驻马店,绍兴,35838,386
驻马店,金华,38539,423
驻马店,衢州,34810,375
驻马店,舟山,41480,460
驻马店,台州,44190,467
驻马店,丽水,42658,460
哈尔滨,齐齐哈尔,13293,112
哈尔滨,鸡西,18867,193
哈尔滨,鹤岗,18876,158
哈尔滨,双鸭山,18390,174
哈尔滨,大庆,8285,54
哈尔滨,伊春,13801,140
哈尔滨,佳木斯,15276,148
哈尔滨,七台河,17264,169
哈尔滨,牡丹江,14919,124
哈尔滨,黑河,22575,252
哈尔滨,绥化,6037,43
哈尔滨,大兴安岭地区,42268,268
哈尔滨,武汉,93427,1032
哈尔滨,黄石,94672,1048
哈尔滨,十堰,93776,1006
哈尔滨,宜昌,99073,1073
哈尔滨,襄阳,89269,973
哈尔滨,鄂州,94089,1038
哈尔滨,荆门,94325,1031
哈尔滨,孝感,92194,980
哈尔滨,荆州,97293,1074
哈尔滨,黄冈,93113,1029
哈尔滨,咸宁,96958,1036
哈尔滨,随州,89580,976
哈尔滨,恩施,108982,1231
哈尔滨,仙桃,95709,1028
哈尔滨,潜江,98454,1056
哈尔滨,天门,95000,1031
哈尔滨,长沙,106490,1131
哈尔滨,株洲,108427,1150
哈尔滨,湘潭,108168,1148
哈尔滨,衡阳,112593,1158
哈尔滨,邵阳,114353,1299
哈尔滨,岳阳,102376,1126
哈尔滨,常德,105189,1186
哈尔滨,张家界,108858,1192
哈尔滨,益阳,107133,1207
哈尔滨,郴州,118760,1202
哈尔滨,永州,117976,1341
哈尔滨,怀化,118886,1298
哈尔滨,娄底,111937,1269
哈尔滨,湘西州,114862,1318
哈尔滨,南京,85921,806
哈尔滨,无锡,90409,822
哈尔滨,徐州,74330,626
哈尔滨,常州,90066,820
哈尔滨,苏州,92628,834
哈尔滨,南通,86415,884
哈尔滨,连云港,74353,757
哈尔滨,淮安,79380,764
哈尔滨,盐城,81104,825
哈尔滨,扬州,85525,768
哈尔滨,镇江,87226,802
哈尔滨,泰州,86340,776
哈尔滨,宿迁,78049,699
哈尔滨,长春,12307,85
哈尔滨,吉林市,15701,126
哈尔滨,四平,16376,142
哈尔滨,辽源,16623,143
哈尔滨,通化,22188,219
哈尔滨,白山,22292,210
哈尔滨,松原,10523,76
哈尔滨,白城,17333,161
哈尔滨,延边,23954,207
哈尔滨,沈阳,23220,219
哈尔滨,大连,36453,390
哈尔滨,鞍山,27009,268
哈尔滨,抚顺,23169,224
哈尔滨,本溪,25597,254
哈尔滨,丹东,31698,326
哈尔滨,锦州,31872,315
哈尔滨,营口,30289,300
哈尔滨,阜新,26340,261
哈尔滨,辽阳,25814,258
哈尔滨,盘锦,28710,294
哈尔滨,铁岭,20547,189
哈尔滨,朝阳,30842,318
哈尔滨,葫芦岛,33774,336
哈尔滨,呼和浩特,66871,707
哈尔滨,包头,73165,766
哈尔滨,乌海,86173,922
哈尔滨,赤峰,32879,321
哈尔滨,通辽,21651,192
哈尔滨,鄂尔多斯,76972,774
哈尔滨,呼伦贝尔,31156,292
哈尔滨,巴彦淖尔,80781,851
哈尔滨,乌兰察布,62259,650
哈尔滨,兴安盟,21045,199
哈尔滨,锡林郭勒盟,45701,459
哈尔滨,阿拉善盟,96900,903
哈尔滨,银川,94464,937
哈尔滨,石嘴山,91489,904
哈尔滨,吴忠,95486,956
哈尔滨,固原,105761,1071
哈尔滨,中卫,101644,1037
哈尔滨,西宁,117974,1189
哈尔滨,海北州,124044,1189
哈尔滨,黄南州,122874,1238
哈尔滨,海南州,125060,1189
哈尔滨,果洛州,142045,1334
哈尔滨,玉树州,155321,1372
哈尔滨,海西州,138490,1189
哈尔滨,济南,62088,643
哈尔滨,青岛,70675,722
哈尔滨,淄博,65568,602
哈尔滨,枣庄,70548,612
哈尔滨,东营,60423,612
哈尔滨,烟台,72044,744
哈尔滨,潍坊,66324,667
哈尔滨,济宁,69441,686
哈尔滨,泰安,64369,612
哈尔滨,威海,75263,774
哈尔滨,日照,70967,745
哈尔滨,莱芜,64968,667
哈尔滨,临沂,72784,675
哈尔滨,德州,58605,614
哈尔滨,聊城,65042,680
哈尔滨,滨州,60646,568
哈尔滨,菏泽,70495,750
哈尔滨,太原,68779,721
哈尔滨,大同,61702,640
哈尔滨,阳泉,65172,678
哈尔滨,长治,74876,755
哈尔滨,晋城,78380,798
哈尔滨,朔州,65019,684
哈尔滨,晋中,69581,717
哈尔滨,运城,84008,853
哈尔滨,忻州,66743,697
哈尔滨,临汾,80984,819
哈尔滨,吕梁,76072,792
哈尔滨,西安,92823,936
哈尔滨,铜川,93655,913
哈尔滨,宝鸡,98581,1037
哈尔滨,咸阳,93250,947
哈尔滨,渭南,90825,939
哈尔滨,延安,88482,903
哈尔滨,汉中,105446,1083
哈尔滨,榆林,82573,877
哈尔滨,安康,102706,1087
哈尔滨,商洛,96020,1008
哈尔滨,成都,124532,1295
哈尔滨,自贡,125153,1404
哈尔滨,攀枝花,147948,1711
哈尔滨,泸州,127497,1418
哈尔滨,德阳,121038,1269
哈尔滨,绵阳,118754,1251
哈尔滨,广元,112924,1179
哈尔滨,遂宁,119581,1310
哈尔滨,内江,123619,1382
哈尔滨,乐山,130231,1350
哈尔滨,南充,117781,1291
哈尔滨,眉山,127808,1332
哈尔滨,宜宾,127697,1430
哈尔滨,广安,118370,1309
哈尔滨,达州,112661,1259
哈尔滨,雅安,127980,1384
哈尔滨,巴中,111170,1190
哈尔滨,资阳,123871,1375
哈尔滨,阿坝州,132925,1389
哈尔滨,甘孜州,133765,1469
哈尔滨,凉山州,140756,1589
哈尔滨,拉萨,222900,1339
哈尔滨,山南地区,229307,1339
哈尔滨,那曲地区,200670,1339
哈尔滨,阿里地区,291291,1339
哈尔滨,林芝地区,236415,1469
哈尔滨,乌鲁木齐,153120,1406
哈尔滨,克拉玛依,168550,1558
哈尔滨,吐鲁番地区,144582,1366
哈尔滨,哈密地区,128716,1234
哈尔滨,阿克苏地区,183630,1593
哈尔滨,喀什地区,200821,1720
哈尔滨,和田地区,211212,1795
哈尔滨,塔城地区,176859,1642
哈尔滨,阿勒泰地区,168437,1564
哈尔滨,石河子,159105,1463
哈尔滨,阿拉尔,186485,1576
哈尔滨,图木舒克,192465,1640
哈尔滨,五家渠,159115,1411
哈尔滨,昆明,153652,1945
哈尔滨,曲靖,147579,1871
哈尔滨,玉溪,156361,1889
哈尔滨,保山,165251,1899
哈尔滨,昭通,139021,1616
哈尔滨,丽江,155410,1750
哈尔滨,普洱,171668,2162
哈尔滨,临沧,173336,2072
哈尔滨,文山,159590,1998
哈尔滨,西双版纳,176986,2232
哈尔滨,杭州,99254,891
哈尔滨,宁波,100222,1084
哈尔滨,温州,110366,1055
哈尔滨,嘉兴,94604,971
哈尔滨,湖州,94890,868
哈尔滨,绍兴,100023,929
哈尔滨,金华,104731,961
哈尔滨,衢州,106319,975
哈尔滨,舟山,102583,1118
哈尔滨,台州,107707,1003
哈尔滨,丽水,103083,874
齐齐哈尔,鸡西,28736,315
齐齐哈尔,鹤岗,28596,284
齐齐哈尔,双鸭山,28095,300
齐齐哈尔,大庆,6904,54
齐齐哈尔,伊春,18967,206
齐齐哈尔,佳木斯,25221,270
齐齐哈尔,七台河,27034,291
齐齐哈尔,牡丹江,24847,252
齐齐哈尔,黑河,17981,202
齐齐哈尔,绥化,15676,154
齐齐哈尔,大兴安岭地区,29797,141
齐齐哈尔,武汉,101401,1109
齐齐哈尔,黄石,102619,1125
齐齐哈尔,十堰,101608,1084
齐齐哈尔,宜昌,106723,1151
齐齐哈尔,襄阳,96927,1050
齐齐哈尔,鄂州,102304,1115
齐齐哈尔,荆门,101989,1108
齐齐哈尔,孝感,100588,1057
齐齐哈尔,荆州,105038,1151
齐齐哈尔,黄冈,101384,1106
齐齐哈尔,咸宁,104755,1113
齐齐哈尔,随州,97024,1053
齐齐哈尔,恩施,116564,1308
齐齐哈尔,仙桃,103829,1105
齐齐哈尔,潜江,105692,1133
齐齐哈尔,天门,102348,1108
齐齐哈尔,长沙,114262,1208
齐齐哈尔,株洲,116359,1227
齐齐哈尔,湘潭,115980,1225
齐齐哈尔,衡阳,120373,1236
齐齐哈尔,邵阳,121314,1375
齐齐哈尔,岳阳,109194,1203
齐齐哈尔,常德,114250,1265
齐齐哈尔,张家界,116217,1269
齐齐哈尔,益阳,114335,1284
齐齐哈尔,郴州,124716,1253
齐齐哈尔,永州,124738,1418
