起始城市,目标城市,时间,费用
南平,齐齐哈尔,119392,1160
南平,鸡西,126658,1258
南平,鹤岗,139964,1502
南平,双鸭山,129203,1193
南平,大庆,113070,1106
南平,伊春,124507,1158
南平,佳木斯,126064,1166
南平,七台河,127536,1187
南平,牡丹江,126990,1429
南平,黑河,140288,1629
南平,绥化,116846,1061
南平,大兴安岭地区,152641,1570
南平,武汉,32971,357
南平,黄石,29605,326
南平,十堰,50340,531
南平,宜昌,42075,503
南平,襄阳,44823,473
南平,鄂州,29742,332
南平,荆门,41655,500
南平,孝感,36476,382
南平,荆州,37987,473
南平,黄冈,28789,347
南平,咸宁,29563,361
南平,随州,39965,421
南平,恩施,52017,661
南平,仙桃,33835,423
南平,潜江,36803,451
南平,天门,35459,448
南平,长沙,29526,354
南平,株洲,26360,314
南平,湘潭,27099,325
南平,衡阳,28137,333
南平,邵阳,33049,384
南平,岳阳,33139,415
南平,常德,35599,412
南平,张家界,41806,472
南平,益阳,31824,370
南平,郴州,29232,380
南平,永州,33426,380
南平,怀化,43094,492
南平,娄底,31441,368
南平,湘西州,45379,533
南平,南京,33813,367
南平,无锡,35009,335
南平,徐州,44823,508
南平,常州,33578,305
南平,苏州,30489,320
南平,南通,34218,381
南平,连云港,46136,419
南平,淮安,40708,413
南平,盐城,41823,438
南平,扬州,36765,374
南平,镇江,35374,343
南平,泰州,38609,397
南平,宿迁,43307,443
南平,长春,108088,1235
南平,吉林市,111633,1286
南平,四平,97381,937
南平,辽源,103845,1206
南平,通化,100911,966
南平,白山,104513,1003
南平,松原,110954,1289
南平,白城,115710,1359
南平,延边,124642,1409
南平,沈阳,95917,1104
南平,大连,96767,919
南平,鞍山,91000,848
南平,抚顺,97854,1130
南平,本溪,97158,1125
南平,丹东,96490,922
南平,锦州,83946,756
南平,营口,89328,821
南平,阜新,87487,814
南平,辽阳,94649,1099
南平,盘锦,89992,1052
南平,铁岭,97375,1138
南平,朝阳,86096,797
南平,葫芦岛,84867,993
南平,呼和浩特,92590,972
南平,包头,93590,972
南平,乌海,95003,1187
南平,赤峰,84829,793
南平,通辽,101267,1177
南平,鄂尔多斯,90792,1013
南平,呼伦贝尔,141741,1594
南平,巴彦淖尔,99145,1239
南平,乌兰察布,80926,968
南平,兴安盟,115689,1212
南平,锡林郭勒盟,90330,1071
南平,阿拉善盟,93119,1150
南平,银川,90723,1136
南平,石嘴山,90939,1154
南平,吴忠,90038,981
南平,固原,81162,905
南平,中卫,88494,968
南平,西宁,101822,1166
南平,海北州,106886,1166
南平,黄南州,100876,1124
南平,海南州,106896,1166
南平,果洛州,123895,1311
南平,玉树州,138778,1349
南平,海西州,125555,1166
南平,济南,57814,525
南平,青岛,55096,533
南平,淄博,59876,510
南平,枣庄,47711,522
南平,东营,59164,551
南平,烟台,61112,582
南平,潍坊,56768,524
南平,济宁,51321,572
南平,泰安,56303,532
南平,威海,64337,612
南平,日照,49588,461
南平,莱芜,56522,474
南平,临沂,50561,474
南平,德州,58888,711
南平,聊城,54187,658
南平,滨州,61139,547
南平,菏泽,48530,578
南平,太原,70100,802
南平,大同,77605,927
南平,阳泉,67841,790
南平,长治,60949,705
南平,晋城,57572,701
南平,朔州,77277,865
南平,晋中,71234,800
南平,运城,61672,714
南平,忻州,71663,814
南平,临汾,66176,793
南平,吕梁,72568,823
南平,西安,64118,741
南平,铜川,64682,772
南平,宝鸡,70415,841
南平,咸阳,63657,763
南平,渭南,62363,768
南平,延安,73917,895
南平,汉中,65652,802
南平,榆林,84992,969
南平,安康,57150,667
南平,商洛,57134,682
南平,成都,79834,1011
南平,自贡,74902,955
南平,攀枝花,96848,1145
南平,泸州,71746,922
南平,德阳,78354,1062
南平,绵阳,76852,1042
南平,广元,72676,897
南平,遂宁,71133,966
南平,内江,74006,940
南平,乐山,78529,1017
南平,南充,69347,938
南平,眉山,78169,1105
南平,宜宾,75675,983
南平,广安,66887,914
南平,达州,64417,853
南平,雅安,80997,1147
南平,巴中,67414,920
南平,资阳,75539,1030
南平,阿坝州,93748,1099
南平,甘孜州,87343,1232
南平,凉山州,94809,1351
南平,拉萨,211056,1316
南平,山南地区,219819,1316
南平,那曲地区,189134,1316
南平,阿里地区,279628,1316
南平,林芝地区,201515,1265
南平,乌鲁木齐,162318,1593
南平,克拉玛依,178203,1744
南平,吐鲁番地区,154723,1552
南平,哈密地区,139273,1420
南平,阿克苏地区,190997,1780
南平,喀什地区,208465,1906
南平,和田地区,219189,1981
南平,塔城地区,187706,1828
南平,阿勒泰地区,178860,1750
南平,石河子,168896,1649
南平,阿拉尔,196117,1759
南平,图木舒克,199779,1826
南平,五家渠,168846,1597
南平,昆明,84907,1006
南平,曲靖,78747,933
南平,玉溪,87412,1045
南平,保山,106857,1254
南平,昭通,72792,1039
南平,丽江,106391,1286
南平,普洱,103280,1223
南平,临沧,113630,1130
南平,文山,78042,910
南平,西双版纳,108031,1293
南平,杭州,24584,248
南平,宁波,27161,281
南平,温州,19316,225
南平,嘉兴,28694,299
南平,湖州,28265,282
南平,绍兴,22986,255
南平,金华,19032,205
南平,衢州,15308,161
南平,舟山,29493,323
南平,台州,22335,263
南平,丽水,14312,166
龙岩,宁德,19668,268
龙岩,南昌,22918,246
龙岩,景德镇,25093,272
龙岩,萍乡,25982,286
龙岩,九江,28088,300
龙岩,新余,22469,236
龙岩,鹰潭,20496,214
龙岩,赣州,14204,135
龙岩,吉安,19083,193
龙岩,宜春,23773,262
龙岩,抚州,18214,202
龙岩,上饶,23693,297
龙岩,兰州,97560,1096
龙岩,嘉峪关,122648,1266
龙岩,金昌,107512,1140
龙岩,白银,97477,1045
龙岩,天水,84709,987
龙岩,武威,104503,1104
龙岩,张掖,113544,1186
龙岩,平凉,81534,917
龙岩,酒泉,121877,1252
龙岩,庆阳,79301,901
龙岩,定西,91915,1067
龙岩,陇南,84461,1051
龙岩,临夏州,96905,1115
龙岩,甘南州,100065,1165
龙岩,广州,23985,276
龙岩,韶关,21818,253
龙岩,深圳,24025,210
龙岩,珠海,30713,299
龙岩,汕头,14209,138
龙岩,佛山,24748,292
龙岩,江门,29554,282
龙岩,湛江,42619,343
龙岩,茂名,39132,343
龙岩,肇庆,26959,327
龙岩,惠州,19560,185
龙岩,梅州,8784,69
龙岩,汕尾,18427,177
龙岩,河源,16328,146
龙岩,阳江,33184,337
龙岩,清远,23577,294
龙岩,东莞,23124,231
龙岩,中山,25732,282
龙岩,潮州,12237,128
龙岩,揭阳,14293,115
龙岩,云浮,30006,348
龙岩,南宁,47762,550
龙岩,柳州,39850,467
龙岩,桂林,36479,468
龙岩,梧州,31223,390
龙岩,北海,46602,509
龙岩,防城港,48639,531
龙岩,钦州,47174,505
龙岩,贵港,43045,502
龙岩,玉林,39429,477
龙岩,百色,56370,644
龙岩,贺州,30459,331
龙岩,河池,45921,539
龙岩,来宾,42021,497
龙岩,崇左,52979,621
龙岩,贵阳,54792,812
龙岩,六盘水,63374,960
龙岩,遵义,59513,763
龙岩,安顺,58476,877
龙岩,黔西南州,67666,782
龙岩,黔东南州,52517,587
龙岩,海口,52297,394
龙岩,三亚,63928,394
龙岩,五指山,60221,394
龙岩,琼海,57228,394
龙岩,儋州,58864,394
龙岩,文昌,56793,394
龙岩,万宁,60158,394
龙岩,东方,64232,394
龙岩,定安,56177,394
龙岩,屯昌,55879,394
龙岩,澄迈,55016,394
龙岩,临高,55799,394
龙岩,白沙,62316,394
龙岩,昌江,58904,394
龙岩,乐东,61874,394
龙岩,陵水,60591,394
龙岩,保亭,62932,394
龙岩,琼中,57590,394
龙岩,石家庄,69176,822
龙岩,唐山,80721,726
龙岩,秦皇岛,87661,788
龙岩,邯郸,62184,754
龙岩,邢台,63447,777
龙岩,保定,71953,840
龙岩,张家口,83485,960
龙岩,承德,89430,805
龙岩,沧州,70637,619
龙岩,廊坊,74527,874
龙岩,衡水,66353,784
龙岩,郑州,57543,659
龙岩,开封,55478,640
龙岩,洛阳,60433,704
龙岩,平顶山,54503,634
龙岩,安阳,60505,756
龙岩,鹤壁,58819,714
龙岩,新乡,58463,716
龙岩,焦作,59807,685
龙岩,濮阳,58738,712
龙岩,许昌,53920,619
龙岩,漯河,52081,595
龙岩,三门峡,64057,741
龙岩,南阳,53271,612
龙岩,商丘,51722,609
龙岩,信阳,44980,530
龙岩,周口,49962,579
龙岩,驻马店,47760,564
龙岩,哈尔滨,128473,1392
龙岩,齐齐哈尔,130449,1268
龙岩,鸡西,137536,1559
龙岩,鹤岗,140000,1285
龙岩,双鸭山,143390,1577
龙岩,大庆,125295,1214
龙岩,伊春,136073,1267
龙岩,佳木斯,137003,1275
龙岩,七台河,138899,1296
龙岩,牡丹江,130956,1293
龙岩,黑河,144354,1380
龙岩,绥化,131337,1431
龙岩,大兴安岭地区,159769,1424
龙岩,武汉,38079,397
龙岩,黄石,33320,366
龙岩,十堰,55561,571
龙岩,宜昌,46997,551
龙岩,襄阳,50222,513
龙岩,鄂州,35257,372
龙岩,荆门,47206,540
龙岩,孝感,42140,423
龙岩,荆州,43216,519
龙岩,黄冈,35911,387
龙岩,咸宁,35035,401
龙岩,随州,45606,462
龙岩,恩施,56472,708
龙岩,仙桃,39419,463
龙岩,潜江,42312,491
龙岩,天门,41054,488
龙岩,长沙,32148,336
龙岩,株洲,29870,318
龙岩,湘潭,30198,329
龙岩,衡阳,27954,312
龙岩,邵阳,32865,363
龙岩,岳阳,36148,391
龙岩,常德,38920,416
龙岩,张家界,45179,477
龙岩,益阳,35044,375
龙岩,郴州,23717,299
龙岩,永州,31500,442
龙岩,怀化,42375,471
龙岩,娄底,33503,371
龙岩,湘西州,47078,530
龙岩,南京,42455,449
龙岩,无锡,47350,492
龙岩,徐州,51717,566
龙岩,常州,46435,462
龙岩,苏州,42920,478
龙岩,南通,46697,539
龙岩,连云港,54863,501
龙岩,淮安,49510,495
龙岩,盐城,52239,595
龙岩,扬州,47056,510
龙岩,镇江,46150,469
龙岩,泰州,51008,554
龙岩,宿迁,51713,525
龙岩,长春,115099,1089
龙岩,吉林市,116389,1344
龙岩,四平,109567,1046
龙岩,辽源,111153,1060
龙岩,通化,113230,1075
龙岩,白山,117100,1112
龙岩,松原,115701,1347
龙岩,白城,118347,1073
龙岩,延边,127564,1192
龙岩,沈阳,102911,958
龙岩,大连,108709,1028
龙岩,鞍山,100376,1160
龙岩,抚顺,102941,1188
龙岩,本溪,104396,979
龙岩,丹东,106232,1235
龙岩,锦州,96379,865
龙岩,营口,98972,1134
龙岩,阜新,97364,1126
龙岩,辽阳,102289,953
龙岩,盘锦,98207,906
龙岩,铁岭,105691,992
龙岩,朝阳,98093,905
龙岩,葫芦岛,93084,847
龙岩,呼和浩特,97237,1012
龙岩,包头,102052,1079
龙岩,乌海,100087,1227
龙岩,赤峰,96386,889
龙岩,通辽,109664,1031
龙岩,鄂尔多斯,96976,1079
龙岩,呼伦贝尔,150219,1448
龙岩,巴彦淖尔,106036,1280
龙岩,乌兰察布,91347,973
龙岩,兴安盟,121723,1270
龙岩,锡林郭勒盟,97209,1127
龙岩,阿拉善盟,98251,1190
龙岩,银川,95788,1177
龙岩,石嘴山,95830,1195
龙岩,吴忠,94887,1022
龙岩,固原,86110,945
龙岩,中卫,93689,1008
龙岩,西宁,106650,1206
龙岩,海北州,111562,1206
龙岩,黄南州,105946,1164
龙岩,海南州,113453,1206
龙岩,果洛州,119703,1160
龙岩,玉树州,143357,1389
龙岩,海西州,130216,1206
龙岩,济南,63541,713
龙岩,青岛,63751,615
龙岩,淄博,67826,593
龙岩,枣庄,54311,580
龙岩,东营,67453,633
龙岩,烟台,69146,665
龙岩,潍坊,65113,606
龙岩,济宁,57948,630
龙岩,泰安,61637,580
龙岩,威海,72541,694
龙岩,日照,58062,543
龙岩,莱芜,66808,607
龙岩,临沂,58817,556
龙岩,德州,64933,769
龙岩,聊城,60174,716
龙岩,滨州,69327,630
龙岩,菏泽,55167,636
龙岩,太原,76798,842
龙岩,大同,86699,927
龙岩,阳泉,73193,842
龙岩,长治,68538,745
龙岩,晋城,62667,716
龙岩,朔州,83741,906
龙岩,晋中,75221,815
龙岩,运城,68928,755
龙岩,忻州,79792,877
龙岩,临汾,71124,833
龙岩,吕梁,80343,889
龙岩,西安,70814,782
龙岩,铜川,71433,812
龙岩,宝鸡,75094,882
龙岩,咸阳,70183,803
龙岩,渭南,68973,809
龙岩,延安,80371,935
龙岩,汉中,72622,842
龙岩,榆林,88662,984
龙岩,安康,63754,707
龙岩,商洛,63369,722
龙岩,成都,82379,977
龙岩,自贡,75391,925
龙岩,攀枝花,88020,1277
龙岩,泸州,72562,892
龙岩,德阳,86069,940
龙岩,绵阳,83222,976
龙岩,广元,79658,937
龙岩,遂宁,77545,877
龙岩,内江,74935,911
龙岩,乐山,79385,988
龙岩,南充,73728,930
龙岩,眉山,82368,1010
龙岩,宜宾,73684,1082
龙岩,广安,71088,906
龙岩,达州,69071,901
龙岩,雅安,83251,1065
龙岩,巴中,72035,968
龙岩,资阳,78031,941
龙岩,阿坝州,96278,1069
龙岩,甘孜州,89351,1151
龙岩,凉山州,89566,1183
龙岩,拉萨,209371,1397
龙岩,山南地区,214421,1397
龙岩,那曲地区,195469,1356
龙岩,阿里地区,277367,1397
龙岩,林芝地区,191985,1397
龙岩,乌鲁木齐,170250,1633
龙岩,克拉玛依,185362,1784
龙岩,吐鲁番地区,161932,1593
龙岩,哈密地区,144973,1427
龙岩,阿克苏地区,198667,1820
龙岩,喀什地区,215866,1946
龙岩,和田地区,227258,2022
龙岩,塔城地区,193535,1869
龙岩,阿勒泰地区,186561,1790
龙岩,石河子,176746,1690
龙岩,阿拉尔,201979,1800
龙岩,图木舒克,207689,1866
龙岩,五家渠,176085,1637
龙岩,昆明,76286,1138
龙岩,曲靖,69925,1064
龙岩,玉溪,78977,1177
龙岩,保山,97336,1385
龙岩,昭通,69047,1084
龙岩,丽江,97754,1417
龙岩,普洱,93180,1134
龙岩,临沧,104991,1262
龙岩,文山,72852,826
龙岩,西双版纳,98178,1204
龙岩,杭州,36345,405
龙岩,宁波,39346,438
龙岩,温州,29081,376
龙岩,嘉兴,40730,456
龙岩,湖州,40162,439
龙岩,绍兴,35143,412
龙岩,金华,30595,362
龙岩,衢州,27131,318
龙岩,舟山,41615,481
龙岩,台州,34320,421
龙岩,丽水,26040,323
宁德,南昌,24187,305
宁德,景德镇,22700,295
宁德,萍乡,29398,393
宁德,九江,27421,365
宁德,新余,24825,343
宁德,鹰潭,18690,247
宁德,赣州,28256,353
宁德,吉安,25657,342
宁德,宜春,27033,368
宁德,抚州,19456,272
宁德,上饶,16291,220
宁德,兰州,98295,1144
宁德,嘉峪关,121974,1314
宁德,金昌,108679,1188
宁德,白银,96749,1093
宁德,天水,84918,1034
宁德,武威,105315,1151
宁德,张掖,114735,1234
宁德,平凉,82162,965
宁德,酒泉,123103,1299
宁德,庆阳,78460,948
宁德,定西,91114,1115
宁德,陇南,85089,1099
宁德,临夏州,97252,1163
宁德,甘南州,100546,1213
宁德,广州,39327,544
宁德,韶关,36780,467
宁德,深圳,38648,406
宁德,珠海,44326,589
宁德,汕头,24167,300
宁德,佛山,41200,560
宁德,江门,43224,572
宁德,湛江,59328,629
宁德,茂名,55758,629
宁德,肇庆,42946,594
宁德,惠州,33957,458
宁德,梅州,24379,315
宁德,汕尾,30558,395
宁德,河源,32299,392
宁德,阳江,51074,623
宁德,清远,39493,561
宁德,东莞,38318,515
宁德,中山,42431,572
宁德,潮州,23627,299
宁德,揭阳,25403,313
宁德,云浮,45844,615
宁德,南宁,63264,818
宁德,柳州,55980,668
宁德,桂林,50357,604
宁德,梧州,47430,658
宁德,北海,66370,665
宁德,防城港,69057,687
宁德,钦州,67252,661
宁德,贵港,58721,770
宁德,玉林,55098,744
宁德,百色,71805,912
宁德,贺州,47596,577
宁德,河池,61605,740
宁德,来宾,57846,698
宁德,崇左,68164,889
宁德,贵阳,65932,926
宁德,六盘水,75335,983
宁德,遵义,65044,904
宁德,安顺,73784,900
宁德,黔西南州,80668,1047
宁德,黔东南州,60742,750
宁德,海口,68507,680
宁德,三亚,80019,680
宁德,五指山,76415,680
宁德,琼海,73372,680
宁德,儋州,75527,680
宁德,文昌,72988,680
宁德,万宁,76184,680
宁德,东方,80275,680
宁德,定安,73025,680
宁德,屯昌,72005,680
宁德,澄迈,71840,680
宁德,临高,72450,680
宁德,白沙,79270,680
宁德,昌江,76641,680
宁德,乐东,78649,680
宁德,陵水,78678,680
宁德,保亭,79752,680
宁德,琼中,73763,680
宁德,石家庄,69760,865
宁德,唐山,78034,655
宁德,秦皇岛,84163,686
宁德,邯郸,63268,789
宁德,邢台,64249,814
宁德,保定,72497,886
宁德,张家口,91546,722
宁德,承德,85694,734
宁德,沧州,65281,496
宁德,廊坊,75949,630
宁德,衡水,64500,808
宁德,郑州,55545,716
宁德,开封,53577,688
宁德,洛阳,59053,765
宁德,平顶山,53358,694
宁德,安阳,61048,785
宁德,鹤壁,57698,787
宁德,新乡,56498,764
宁德,焦作,57995,760
宁德,濮阳,57291,730
宁德,许昌,51934,673
宁德,漯河,50030,650
宁德,三门峡,64009,826
宁德,南阳,52307,660
宁德,商丘,49113,632
宁德,信阳,45633,578
宁德,周口,47936,627
宁德,驻马店,50054,612
宁德,哈尔滨,127169,1086
宁德,齐齐哈尔,127221,1167
宁德,鸡西,136256,1254
宁德,鹤岗,142684,1255
宁德,双鸭山,142022,1271
宁德,大庆,120936,1112
宁德,伊春,136976,1222
宁德,佳木斯,139019,1244
宁德,七台河,138795,1279
宁德,牡丹江,130083,1181
宁德,黑河,143603,1382
宁德,绥化,129799,1125
宁德,大兴安岭地区,155817,1323
宁德,武汉,37337,445
宁德,黄石,33950,414
宁德,十堰,55797,619
宁德,宜昌,48683,614
宁德,襄阳,48748,561
宁德,鄂州,34174,420
宁德,荆门,46154,588
宁德,孝感,40621,471
宁德,荆州,44702,584
宁德,黄冈,34872,435
宁德,咸宁,36067,472
宁德,随州,44142,509
宁德,恩施,58628,771
宁德,仙桃,40516,534
宁德,潜江,43438,561
宁德,天门,42149,559
宁德,长沙,35824,464
宁德,株洲,33177,424
宁德,湘潭,33491,435
宁德,衡阳,36270,477
宁德,邵阳,40028,506
宁德,岳阳,39633,526
宁德,常德,42194,522
宁德,张家界,48450,583
宁德,益阳,38360,481
宁德,郴州,38260,518
宁德,永州,41788,524
宁德,怀化,48352,615
宁德,娄底,37807,478
宁德,湘西州,51886,644
宁德,南京,36792,390
宁德,无锡,34492,365
宁德,徐州,48847,522
宁德,常州,33877,358
宁德,苏州,30037,350
宁德,南通,34703,411
宁德,连云港,49154,439
宁德,淮安,45096,439
宁德,盐城,41201,468
宁德,扬州,36430,427
宁德,镇江,35259,396
宁德,泰州,38090,427
宁德,宿迁,45629,465
宁德,长春,111013,987
宁德,吉林市,115387,1038
宁德,四平,105705,944
宁德,辽源,107105,959
宁德,通化,109242,973
宁德,白山,113019,1010
宁德,松原,114202,1041
宁德,白城,120042,1112
宁德,延边,128343,1162
宁德,沈阳,98191,857
宁德,大连,103429,926
宁德,鞍山,99290,855
宁德,抚顺,100125,882
宁德,本溪,99462,877
宁德,丹东,104880,929
宁德,锦州,92535,763
宁德,营口,97475,828
宁德,阜新,95676,821
宁德,辽阳,96764,852
宁德,盘锦,94512,805
宁德,铁岭,101615,891
宁德,朝阳,92343,804
宁德,葫芦岛,87357,746
宁德,呼和浩特,92581,701
宁德,包头,96525,1087
宁德,乌海,101121,1275
宁德,赤峰,91632,819
宁德,通辽,105079,930
宁德,鄂尔多斯,93900,1129
宁德,呼伦贝尔,144135,1347
宁德,巴彦淖尔,105964,1230
宁德,乌兰察布,86131,1049
宁德,兴安盟,119571,964
宁德,锡林郭勒盟,104324,883
宁德,阿拉善盟,99170,1238
宁德,银川,94528,1225
宁德,石嘴山,96743,1242
宁德,吴忠,93853,1069
宁德,固原,87281,993
宁德,中卫,94882,1056
宁德,西宁,107505,1254
宁德,海北州,112261,1254
宁德,黄南州,106678,1212
宁德,海南州,112652,1254
宁德,果洛州,131227,1399
宁德,玉树州,142848,1437
宁德,海西州,130898,1254
宁德,济南,63138,472
宁德,青岛,57713,552
宁德,淄博,61671,475
宁德,枣庄,50848,528
宁德,东营,62113,571
宁德,烟台,63991,602
宁德,潍坊,59606,544
宁德,济宁,56128,586
宁德,泰安,59299,538
宁德,威海,67148,632
宁德,日照,52635,481
宁德,莱芜,57407,439
宁德,临沂,53613,439
宁德,德州,67804,509
宁德,聊城,58793,739
宁德,滨州,62087,512
宁德,菏泽,52883,659
宁德,太原,73863,892
宁德,大同,80981,1008
宁德,阳泉,73508,519
宁德,长治,66382,820
宁德,晋城,61545,791
宁德,朔州,81936,981
宁德,晋中,73395,890
宁德,运城,69618,802
宁德,忻州,77024,929
宁德,临汾,69235,873
宁德,吕梁,78106,939
宁德,西安,71686,830
宁德,铜川,71807,860
宁德,宝鸡,75637,929
宁德,咸阳,71239,851
宁德,渭南,69989,856
宁德,延安,81161,983
宁德,汉中,72792,890
宁德,榆林,87386,1060
宁德,安康,64854,755
宁德,商洛,64270,770
宁德,成都,86598,1121
宁德,自贡,80341,1065
宁德,攀枝花,102558,1300
宁德,泸州,77286,1032
宁德,德阳,85721,1173
宁德,绵阳,83785,1152
宁德,广元,80622,985
宁德,遂宁,78367,1077
宁德,内江,79471,1051
宁德,乐山,83993,1128
宁德,南充,76224,1048
宁德,眉山,85889,1216
宁德,宜宾,81229,1093
宁德,广安,74025,1025
宁德,达州,70924,964
宁德,雅安,88769,1257
宁德,巴中,73852,1031
宁德,资阳,82945,1141
宁德,阿坝州,100623,1209
宁德,甘孜州,94341,1342
宁德,凉山州,101759,1462
宁德,拉萨,217585,1404
宁德,山南地区,223139,1404
宁德,那曲地区,194622,1404
宁德,阿里地区,285614,1404
宁德,林芝地区,207895,1419
宁德,乌鲁木齐,170733,1681
宁德,克拉玛依,183924,1832
宁德,吐鲁番地区,161132,1641
宁德,哈密地区,145370,1508
宁德,阿克苏地区,197576,1868
宁德,喀什地区,214821,1994
宁德,和田地区,225507,2070
宁德,塔城地区,192084,1916
宁德,阿勒泰地区,184609,1838
宁德,石河子,174697,1737
宁德,阿拉尔,200813,1847
宁德,图木舒克,206069,1914
宁德,五家渠,174699,1685
宁德,昆明,90830,1161
宁德,曲靖,84084,1087
宁德,玉溪,92560,1200
宁德,保山,112176,1408
宁德,昭通,78789,1150
宁德,丽江,111758,1440
宁德,普洱,108711,1378
宁德,临沧,119112,1284
宁德,文山,87279,1094
宁德,西双版纳,113709,1448
宁德,杭州,24614,309
宁德,宁波,23642,323
宁德,温州,12805,122
宁德,嘉兴,28116,329
宁德,湖州,27920,335
宁德,绍兴,22454,285
宁德,金华,19357,150
宁德,衢州,19191,156
宁德,舟山,25738,372
宁德,台州,17170,206
宁德,丽水,14595,108
南昌,景德镇,9704,72
南昌,萍乡,11561,116
南昌,九江,7146,47
南昌,新余,7083,67
南昌,鹰潭,8356,50
南昌,赣州,16724,171
南昌,吉安,9520,92
南昌,宜春,9370,92
南昌,抚州,6497,36
南昌,上饶,11814,94
南昌,兰州,82675,824
南昌,嘉峪关,106152,991
南昌,金昌,90031,864
南昌,白银,81802,777
南昌,天水,67828,720
南昌,武威,86359,828
南昌,张掖,97648,910
南昌,平凉,62197,650
南昌,酒泉,104715,984
南昌,庆阳,61676,633
南昌,定西,75510,795
南昌,陇南,63332,798
南昌,临夏州,79835,843
南昌,甘南州,85811,893
南昌,广州,31864,396
南昌,韶关,22707,273
南昌,深圳,34115,294
南昌,珠海,37283,458
南昌,汕头,29980,331
南昌,佛山,33703,409
南昌,江门,34461,440
南昌,湛江,49517,460
南昌,茂名,46389,460
南昌,肇庆,34248,437
南昌,惠州,30351,275
南昌,梅州,23723,262
南昌,汕尾,32051,353
南昌,河源,25661,275
南昌,阳江,41074,454
南昌,清远,29499,350
南昌,东莞,32677,324
南昌,中山,34826,430
南昌,潮州,30199,319
南昌,揭阳,28838,307
南昌,云浮,35528,425
南昌,南宁,49776,476
南昌,柳州,40264,367
南昌,桂林,33283,297
南昌,梧州,38273,459
南昌,北海,54869,551
南昌,防城港,54597,538
南昌,钦州,51601,518
南昌,贵港,46670,455
南昌,玉林,45819,548
南昌,百色,56184,595
南昌,贺州,33958,427
南昌,河池,46668,439
南昌,来宾,42245,397
南昌,崇左,55184,547
南昌,贵阳,49274,544
南昌,六盘水,57537,692
南昌,遵义,47398,597
南昌,安顺,52687,604
南昌,黔西南州,61262,744
南昌,黔东南州,40769,454
南昌,海口,57400,511
南昌,三亚,70953,511
南昌,五指山,67858,511
南昌,琼海,63384,511
南昌,儋州,65522,511
南昌,文昌,63561,511
南昌,万宁,67169,511
南昌,东方,71676,511
南昌,定安,62354,511
南昌,屯昌,62085,511
南昌,澄迈,60937,511
南昌,临高,62715,511
南昌,白沙,69421,511
南昌,昌江,67150,511
南昌,乐东,69709,511
南昌,陵水,69027,511
南昌,保亭,69522,511
南昌,琼中,64563,511
南昌,石家庄,47223,561
南昌,唐山,57956,637
南昌,秦皇岛,63324,699
南昌,邯郸,41976,499
南昌,邢台,45313,544
南昌,保定,51685,562
南昌,张家口,63648,684
南昌,承德,66277,717
南昌,沧州,49216,528
南昌,廊坊,54426,593
南昌,衡水,46218,504
南昌,郑州,35323,405
南昌,开封,33828,386
南昌,洛阳,38776,451
南昌,平顶山,33143,380
南昌,安阳,40799,503
南昌,鹤壁,38785,485
南昌,新乡,37882,443
南昌,焦作,39267,463
南昌,濮阳,37681,459
南昌,许昌,32463,365
南昌,漯河,30744,342
南昌,三门峡,43374,499
南昌,南阳,32058,359
南昌,商丘,31696,327
南昌,信阳,25360,277
南昌,周口,28707,325
南昌,驻马店,28318,310
南昌,哈尔滨,102499,1101
南昌,齐齐哈尔,110550,1178
南昌,鸡西,118790,1280
南昌,鹤岗,120725,1289
南昌,双鸭山,120023,1302
南昌,大庆,103337,1123
南昌,伊春,116669,1267
南昌,佳木斯,117126,1260
南昌,七台河,118842,1296
南昌,牡丹江,112068,1207
南昌,黑河,122918,1351
南昌,绥化,108353,1170
南昌,大兴安岭地区,135273,1319
南昌,武汉,16074,144
南昌,黄石,13324,122
南昌,十堰,33490,327
南昌,宜昌,26830,289
南昌,襄阳,27512,260
南昌,鄂州,13617,119
南昌,荆门,24839,287
南昌,孝感,19864,169
南昌,荆州,22931,258
南昌,黄冈,14203,134
南昌,咸宁,14525,147
南昌,随州,23396,208
南昌,恩施,35884,446
南昌,仙桃,19014,208
南昌,潜江,21914,236
南昌,天门,20930,233
南昌,长沙,15004,155
南昌,株洲,14808,148
南昌,湘潭,15649,159
南昌,衡阳,20519,170
南昌,邵阳,22261,230
南昌,岳阳,18303,198
南昌,常德,22367,222
南昌,张家界,28970,282
南昌,益阳,20651,180
南昌,郴州,25164,321
南昌,永州,25123,217
南昌,怀化,30388,342
南昌,娄底,20195,202
南昌,湘西州,32629,343
南昌,南京,26140,241
南昌,无锡,31401,283
南昌,徐州,36133,314
南昌,常州,29913,278
南昌,苏州,32291,288
南昌,南通,34705,290
南昌,连云港,41726,286
南昌,淮安,34308,286
南昌,盐城,39118,335
南昌,扬州,31604,271
南昌,镇江,31248,257
南昌,泰州,34310,297
南昌,宿迁,38943,324
南昌,长春,89067,996
南昌,吉林市,92427,1044
南昌,四平,84845,953
南昌,辽源,86180,968
南昌,通化,88249,982
南昌,白山,91391,1019
南昌,松原,92482,1046
南昌,白城,98526,1135
南昌,延边,101940,1099
南昌,沈阳,78154,865
南昌,大连,83651,935
南昌,鞍山,78082,863
南昌,抚顺,80444,891
南昌,本溪,80611,901
南昌,丹东,84122,938
南昌,锦州,71636,772
南昌,营口,77508,852
南昌,阜新,75869,830
南昌,辽阳,77348,860
南昌,盘锦,73574,814
